Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
1952,372,"Ireland",02,"Exports",284.2,,,0.356135,,
1952,372,"Ireland",01,"Imports",482.16,,,0.547126,,
1952,376,"Israel",02,"Exports",43.5,,,0.05451,,
1952,376,"Israel",01,"Imports",321.1,,,0.364365,,
1952,380,"Italy",02,"Exports",1387.2,,,1.738318,,
1952,380,"Italy",01,"Imports",2336,,,2.65075,,
1952,388,"Jamaica",02,"Exports",50.316,,,0.063052,,
1952,388,"Jamaica",01,"Imports",101.78,,,0.115494,,
1952,392,"Japan",02,"Exports",1268.9,,,1.590075,,
1952,392,"Japan",01,"Imports",2022.71,,,2.295248,,
1952,400,"Jordan",02,"Exports",4.292,,,0.005378,,
1952,400,"Jordan",01,"Imports",48.552,,,0.055094,,
1952,398,"Kazakhstan",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,398,"Kazakhstan",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,404,"Kenya",02,"Exports",82.6,,,0.103507,,
1952,404,"Kenya",01,"Imports",165.9,,,0.188253,,
1952,296,"Kiribati",02,"Exports",2,,,0.002506,,
1952,296,"Kiribati",01,"Imports",2,,,0.002269,,
1952,414,"Kuwait",02,"Exports",437,,,0.54761,,
1952,414,"Kuwait",01,"Imports",95,,,0.1078,,
1952,417,"Kyrgyzstan",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,417,"Kyrgyzstan",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,418,"Lao People's Dem. Rep.",02,"Exports",1,,,0.001253,,
1952,418,"Lao People's Dem. Rep.",01,"Imports",19,,,0.02156,,
1952,428,"Latvia",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,428,"Latvia",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,422,"Lebanon",02,"Exports",21,,,0.026315,,
1952,422,"Lebanon",01,"Imports",138,,,0.156594,,
1952,426,"Lesotho",02,"Exports",2,,,0.002506,,
1952,426,"Lesotho",01,"Imports",8,,,0.009078,,
1952,430,"Liberia",02,"Exports",37.16,,,0.046566,,
1952,430,"Liberia",01,"Imports",18.16,,,0.020607,,
1952,434,"Libya",02,"Exports",12.88,,,0.01614,,
1952,434,"Libya",01,"Imports",32.48,,,0.036856,,
1952,440,"Lithuania",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,440,"Lithuania",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,450,"Madagascar",02,"Exports",93.597,,,0.117288,,
1952,450,"Madagascar",01,"Imports",133.606,,,0.151608,,
1952,454,"Malawi",02,"Exports",17.64,,,0.022105,,
1952,454,"Malawi",01,"Imports",24,,,0.027234,,
1952,458,"Malaysia",02,"Exports",860.768,,,1.078639,,
1952,458,"Malaysia",01,"Imports",688.614,,,0.781397,,
1952,462,"Maldives",02,"Exports",3,,,0.003759,,
1952,462,"Maldives",01,"Imports",4,,,0.004539,,
1952,466,"Mali",02,"Exports",9,,,0.011278,,
1952,466,"Mali",01,"Imports",34,,,0.038581,,
1952,470,"Malta",02,"Exports",9.464,,,0.011859,,
1952,470,"Malta",01,"Imports",56.997,,,0.064677,,
1952,584,"Marshall Islands",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,584,"Marshall Islands",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,474,"Martinique",02,"Exports",19.807,,,0.02482,,
1952,474,"Martinique",01,"Imports",38.303,,,0.043464,,
1952,478,"Mauritania",02,"Exports",1,,,0.001253,,
1952,478,"Mauritania",01,"Imports",25,,,0.028368,,
1952,480,"Mauritius",02,"Exports",52.857,,,0.066236,,
1952,480,"Mauritius",01,"Imports",48.468,,,0.054999,,
1952,484,"Mexico",02,"Exports",664.855,,,0.833138,,
1952,484,"Mexico",01,"Imports",807.399,,,0.916187,,
1952,583,"Micronesia (Federated States of)",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,583,"Micronesia (Federated States of)",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,499,"Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,499,"Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,500,"Montserrat",02,"Exports",1.48,,,0.001855,,
1952,500,"Montserrat",01,"Imports",2.09,,,0.002372,,
1952,504,"Morocco",02,"Exports",273.714,,,0.342995,,
1952,504,"Morocco",01,"Imports",515.714,,,0.585201,,
1952,508,"Mozambique",02,"Exports",46,,,0.057643,,
1952,508,"Mozambique",01,"Imports",76,,,0.08624,,
1952,104,"Myanmar",02,"Exports",262.5,,,0.328942,,
1952,104,"Myanmar",01,"Imports",171.738,,,0.194878,,
1952,520,"Nauru",02,"Exports",4,,,0.005012,,
1952,520,"Nauru",01,"Imports",1,,,0.001135,,
1952,524,"Nepal",02,"Exports",1,,,0.001253,,
1952,524,"Nepal",01,"Imports",21,,,0.02383,,
1952,528,"Netherlands (Kingdom of the)",02,"Exports",2438.42,,,3.055615,,
1952,528,"Netherlands (Kingdom of the)",01,"Imports",2605.26,,,2.95629,,
1952,530,"Netherlands Antilles",02,"Exports",730.542,,,0.915452,,
1952,530,"Netherlands Antilles",01,"Imports",951.555,,,1.079766,,
1952,540,"New Caledonia",02,"Exports",22.185,,,0.0278,,
1952,540,"New Caledonia",01,"Imports",28.955,,,0.032856,,
1952,554,"New Zealand",02,"Exports",673.538,,,0.844019,,
1952,554,"New Zealand",01,"Imports",773.358,,,0.877559,,
1952,558,"Nicaragua",02,"Exports",51.33,,,0.064322,,
1952,558,"Nicaragua",01,"Imports",39.71,,,0.04506,,
1952,562,"Niger",02,"Exports",9.224,,,0.011559,,
1952,562,"Niger",01,"Imports",7.092,,,0.008048,,
1952,566,"Nigeria",02,"Exports",362.74,,,0.454554,,
1952,566,"Nigeria",01,"Imports",317.1,,,0.359826,,
1952,807,"North Macedonia",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,807,"North Macedonia",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,580,"Northern Mariana Islands",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,580,"Northern Mariana Islands",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,578,"Norway",02,"Exports",565.46,,,0.708585,,
1952,578,"Norway",01,"Imports",873.46,,,0.991149,,
1952,512,"Oman",02,"Exports",2,,,0.002506,,
1952,512,"Oman",01,"Imports",8,,,0.009078,,
1952,586,"Pakistan",02,"Exports",532.564,,,0.667363,,
1952,586,"Pakistan",01,"Imports",629.587,,,0.714417,,
1952,585,"Palau",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,585,"Palau",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,591,"Panama",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,591,"Panama",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,590,"Panama, excluding Canal Zone",02,"Exports",15.132,,,0.018962,,
1952,590,"Panama, excluding Canal Zone",01,"Imports",80,,,0.090779,,
1952,598,"Papua New Guinea",02,"Exports",24.942,,,0.031255,,
1952,598,"Papua New Guinea",01,"Imports",29.235,,,0.033174,,
1952,600,"Paraguay",02,"Exports",32.08,,,0.0402,,
1952,600,"Paraguay",01,"Imports",34.12,,,0.038717,,
1952,604,"Peru",02,"Exports",238.738,,,0.299166,,
1952,604,"Peru",01,"Imports",287.548,,,0.326292,,
1952,608,"Philippines",02,"Exports",345.5,,,0.43295,,
1952,608,"Philippines",01,"Imports",468,,,0.531058,,
1952,616,"Poland",02,"Exports",775.5,,,0.971789,,
1952,616,"Poland",01,"Imports",863,,,0.97928,,
1952,620,"Portugal",02,"Exports",236.87,,,0.296825,,
1952,620,"Portugal",01,"Imports",347.409,,,0.394218,,
1952,634,"Qatar",02,"Exports",45,,,0.05639,,
1952,634,"Qatar",01,"Imports",12,,,0.013617,,
1952,410,"Republic of Korea",02,"Exports",28,,,0.035087,,
1952,410,"Republic of Korea",01,"Imports",214,,,0.242834,,
1952,498,"Republic of Moldova",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,498,"Republic of Moldova",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,638,"Reunion",02,"Exports",30,,,0.037593,,
1952,638,"Reunion",01,"Imports",39.403,,,0.044712,,
1952,643,"Russian Federation",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,643,"Russian Federation",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,646,"Rwanda",02,"Exports",1,,,0.001253,,
1952,646,"Rwanda",01,"Imports",1,,,0.001135,,
1952,659,"Saint Kitts and Nevis",02,"Exports",6,,,0.007519,,
1952,659,"Saint Kitts and Nevis",01,"Imports",5,,,0.005674,,
1952,662,"Saint Lucia",02,"Exports",1.237,,,0.00155,,
1952,662,"Saint Lucia",01,"Imports",4.603,,,0.005223,,
1952,666,"Saint Pierre and Miquelon",02,"Exports",0.52,,,0.000652,,
1952,666,"Saint Pierre and Miquelon",01,"Imports",2.783,,,0.003158,,
1952,670,"Saint Vincent and the Grenadines",02,"Exports",2.035,,,0.00255,,
1952,670,"Saint Vincent and the Grenadines",01,"Imports",2.837,,,0.003219,,
1952,882,"Samoa",02,"Exports",4.939,,,0.006189,,
1952,882,"Samoa",01,"Imports",4.726,,,0.005363,,
1952,678,"Sao Tome and Principe",02,"Exports",7,,,0.008772,,
1952,678,"Sao Tome and Principe",01,"Imports",5,,,0.005674,,
1952,682,"Saudi Arabia",02,"Exports",540,,,0.676681,,
1952,682,"Saudi Arabia",01,"Imports",265.067,,,0.300782,,
1952,686,"Senegal",02,"Exports",113,,,0.141602,,
1952,686,"Senegal",01,"Imports",254,,,0.288224,,
1952,688,"Serbia",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,688,"Serbia",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,891,"Serbia and Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,891,"Serbia and Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,690,"Seychelles",02,"Exports",2,,,0.002506,,
1952,690,"Seychelles",01,"Imports",2,,,0.002269,,
1952,694,"Sierra Leone",02,"Exports",28.392,,,0.035578,,
1952,694,"Sierra Leone",01,"Imports",28.784,,,0.032662,,
1952,702,"Singapore",02,"Exports",1082.57,,,1.356582,,
1952,702,"Singapore",01,"Imports",1225,,,1.390055,,
1952,534,"Sint Maarten (Dutch part)",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,534,"Sint Maarten (Dutch part)",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,703,"Slovakia",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,703,"Slovakia",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,705,"Slovenia",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,705,"Slovenia",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,090,"Solomon Islands",02,"Exports",3.375,,,0.004229,,
1952,090,"Solomon Islands",01,"Imports",2.801,,,0.003178,,
1952,706,"Somalia",02,"Exports",9,"Estimated",,0.011278,"Estimated",
1952,706,"Somalia",01,"Imports",20,"Estimated",,0.022695,"Estimated",
1952,710,"South Africa",02,"Exports",1369.62,"Data refers to South Africa Customs Union",,1.716288,,
1952,710,"South Africa",01,"Imports",1250.48,"Data refers to South Africa Customs Union",,1.418968,,
1952,728,"South Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,728,"South Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,724,"Spain",02,"Exports",458,,,0.573926,,
1952,724,"Spain",01,"Imports",572,,,0.649071,,
1952,144,"Sri Lanka",02,"Exports",315.42,,,0.395257,,
1952,144,"Sri Lanka",01,"Imports",357.42,,,0.405578,,
1952,729,"Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,729,"Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,736,"Sudan (...2011)",02,"Exports",122.817,,,0.153904,,
1952,736,"Sudan (...2011)",01,"Imports",177.176,,,0.201048,,
1952,740,"Suriname",02,"Exports",24.392,,,0.030566,,
1952,740,"Suriname",01,"Imports",29.96,,,0.033997,,
1952,752,"Sweden",02,"Exports",1572.33,,,1.970307,,
1952,752,"Sweden",01,"Imports",1730.45,,,1.963609,,
1952,756,"Switzerland",02,"Exports",1085.99,,,1.360868,,
1952,756,"Switzerland",01,"Imports",1190.5,,,1.350907,,
1952,760,"Syrian Arab Republic",02,"Exports",98.1,,,0.12293,,
1952,760,"Syrian Arab Republic",01,"Imports",138,,,0.156594,,
1952,762,"Tajikistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,762,"Tajikistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,764,"Thailand",02,"Exports",329,,,0.412274,,
1952,764,"Thailand",01,"Imports",304,,,0.344961,,
1952,626,"Timor-Leste",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,626,"Timor-Leste",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,768,"Togo",02,"Exports",12,,,0.015037,,
1952,768,"Togo",01,"Imports",13,,,0.014752,,
1952,776,"Tonga",02,"Exports",0.3,,,0.000376,,
1952,776,"Tonga",01,"Imports",2,,,0.002269,,
1952,780,"Trinidad and Tobago",02,"Exports",133.875,,,0.16776,,
1952,780,"Trinidad and Tobago",01,"Imports",142.158,,,0.161312,,
1952,788,"Tunisia",02,"Exports",114.8,,,0.143857,,
1952,788,"Tunisia",01,"Imports",185.371,,,0.210348,,
1952,792,"Turkiye",02,"Exports",362.9,,,0.454755,,
1952,792,"Turkiye",01,"Imports",555.9,,,0.630801,,
1952,795,"Turkmenistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,795,"Turkmenistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,800,"Uganda",02,"Exports",134,,,0.167917,,
1952,800,"Uganda",01,"Imports",67.9,,,0.077049,,
1952,804,"Ukraine",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,804,"Ukraine",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,810,"Union of Soviet Socialist Republics",02,"Exports",2790,,,3.496185,,
1952,810,"Union of Soviet Socialist Republics",01,"Imports",2507,,,2.84479,,
1952,784,"United Arab Emirates",02,"Exports",3,,,0.003759,,
1952,784,"United Arab Emirates",01,"Imports",90,,,0.102126,,
1952,826,"United Kingdom",02,"Exports",7585.2,,,9.505111,,
1952,826,"United Kingdom",01,"Imports",9735.6,,,11.047363,,
1952,834,"United Republic of Tanzania",02,"Exports",131.796,,,0.165155,,
1952,834,"United Republic of Tanzania",01,"Imports",104.9,,,0.119034,,
1952,840,"United States",02,"Exports",13203,,,16.544849,,
1952,840,"United States",01,"Imports",11707,,,13.284388,,
1952,858,"Uruguay",02,"Exports",208.89,,,0.261763,,
1952,858,"Uruguay",01,"Imports",261.27,,,0.296473,,
1952,860,"Uzbekistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,860,"Uzbekistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,548,"Vanuatu",02,"Exports",3.737,,,0.004683,,
1952,548,"Vanuatu",01,"Imports",4.741,,,0.00538,,
1952,862,"Venezuela (Bolivarian Rep. of)",02,"Exports",1350.2,,,1.691953,,
1952,862,"Venezuela (Bolivarian Rep. of)",01,"Imports",862.478,,,0.978687,,
1952,704,"Viet Nam",02,"Exports",,,"Not publishable",,,"Not publishable"
1952,704,"Viet Nam",01,"Imports",,,"Not publishable",,,"Not publishable"
1952,887,"Yemen",02,"Exports",,,"Not applicable",,,"Not applicable"
1952,887,"Yemen",01,"Imports",,,"Not applicable",,,"Not applicable"
1952,886,"Yemen, Arab Republic",02,"Exports",9,,,0.011278,,
1952,886,"Yemen, Arab Republic",01,"Imports",11,,,0.012482,,
1952,720,"Yemen, Democratic",02,"Exports",127.68,,,0.159997,,
1952,720,"Yemen, Democratic",01,"Imports",158.2,,,0.179516,,
1952,890,"Yugoslavia, Soc. Fed. Rep. of",02,"Exports",246.7,,,0.309143,,
1952,890,"Yugoslavia, Soc. Fed. Rep. of",01,"Imports",373,,,0.423258,,
1952,894,"Zambia",02,"Exports",228.9,,,0.286838,,
1952,894,"Zambia",01,"Imports",67.06,,,0.076096,,
1952,716,"Zimbabwe",02,"Exports",152.9,,,0.191601,,
1952,716,"Zimbabwe",01,"Imports",243.7,,,0.276536,,
1952,5600,"Asia and Oceania",02,"Exports",14036.724,,,17.589599,,
1952,5600,"Asia and Oceania",01,"Imports",16752.887,,,19.010151,,
1952,5702,"Northern America and Europe",02,"Exports",52197.688,,,65.409592,,
1952,5702,"Northern America and Europe",01,"Imports",55905.903,,,63.438599,,
1952,5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",54600.506,,,68.420594,,
1952,5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",58642.171,,,66.543549,,
1952,5703,"Central and Southern Asia",02,"Exports",2566.942,,,3.216668,,
1952,5703,"Central and Southern Asia",01,"Imports",3128.297,,,3.5498,,
1952,5704,"Eastern and South-Eastern Asia",02,"Exports",6758.79,,,8.469526,,
1952,5704,"Eastern and South-Eastern Asia",01,"Imports",8552.66,,,9.705035,,
1952,5705,"Western Asia and Northern Africa",02,"Exports",3572.525,,,4.476777,,
1952,5705,"Western Asia and Northern Africa",01,"Imports",4399.363,,,4.992128,,
1952,1400,"Developing economies",02,"Exports",23809.688,,,29.836225,,
1952,1400,"Developing economies",01,"Imports",26868.974,,,30.489268,,
1952,1410,"Developing economies: Africa",02,"Exports",5491.165,,,6.881049,,
1952,1410,"Developing economies: Africa",01,"Imports",6398.476,,,7.260599,,
1952,1420,"Developing economies: Americas",02,"Exports",8075.697,,,10.119759,,
1952,1420,"Developing economies: Americas",01,"Imports",9068.739,,,10.29065,,
1952,1460,"Developing economies: Asia and Oceania",02,"Exports",10242.826,,,12.835417,,
1952,1460,"Developing economies: Asia and Oceania",01,"Imports",11401.759,,,12.938019,,
1952,1430,"Developing economies: Asia",02,"Exports",10136.6,,,12.702303,,
1952,1430,"Developing economies: Asia",01,"Imports",11262.006,,,12.779435,,
1952,1450,"Developing economies: Oceania",02,"Exports",106.226,,,0.133113,,
1952,1450,"Developing economies: Oceania",01,"Imports",139.753,,,0.158583,,
1952,1500,"Developed economies",02,"Exports",55991.586,,,70.163775,,
1952,1500,"Developed economies",01,"Imports",61257.031,,,69.510732,,
1952,1520,"Developed economies: Americas",02,"Exports",17845.97,,,22.363014,,
1952,1520,"Developed economies: Americas",01,"Imports",16124.941,,,18.297597,,
1952,1560,"Developed economies: Asia and Oceania",02,"Exports",3793.898,,,4.754182,,
1952,1560,"Developed economies: Asia and Oceania",01,"Imports",5351.128,,,6.072133,,
1952,1530,"Developed economies: Asia",02,"Exports",1391.08,,,1.74318,,
1952,1530,"Developed economies: Asia",01,"Imports",2614.86,,,2.967183,,
1952,1550,"Developed economies: Oceania",02,"Exports",2402.818,,,3.011002,,
1952,1550,"Developed economies: Oceania",01,"Imports",2736.268,,,3.10495,,
1952,1540,"Developed economies: Europe",02,"Exports",34351.718,,,43.046578,,
1952,1540,"Developed economies: Europe",01,"Imports",39780.962,,,45.141002,,
1952,1600,"Developing economies excluding China",02,"Exports",22989.688,,,28.808673,,
1952,1600,"Developing economies excluding China",01,"Imports",25748.974,,,29.218361,,
1952,1601,"Developing economies excluding LDCs",02,"Exports",21349.99,,,26.753946,,
1952,1601,"Developing economies excluding LDCs",01,"Imports",24312.182,,,27.587977,,
1952,1610,"LDCs (Least developed countries)",02,"Exports",2459.698,,,3.082279,,
1952,1610,"LDCs (Least developed countries)",01,"Imports",2556.792,,,2.901291,,
1952,1614,"LDCs: Africa",02,"Exports",1635.103,,,2.048969,,
1952,1614,"LDCs: Africa",01,"Imports",1774.357,,,2.013432,,
1952,1612,"LDCs: Asia",02,"Exports",758.18,,,0.950085,,
1952,1612,"LDCs: Asia",01,"Imports",719.938,,,0.816942,,
1952,1615,"LDCs: Islands and Haiti",02,"Exports",66.415,,,0.083225,,
1952,1615,"LDCs: Islands and Haiti",01,"Imports",62.497,,,0.070918,,
1952,1620,"LLDCs (Landlocked developing countries)",02,"Exports",863.881,,,1.08254,,
1952,1620,"LLDCs (Landlocked developing countries)",01,"Imports",812.817,,,0.922335,,
1952,1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",3223.627,,,4.039568,,
1952,1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",3766.929,,,4.274481,,
1952,1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",86.174,,,0.107986,,
1952,1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",113.112,,,0.128353,,
1952,1642,"SIDS: Caribbean",02,"Exports",1948.657,,,2.441887,,
1952,1642,"SIDS: Caribbean",01,"Imports",2289.064,,,2.59749,,
1952,1643,"SIDS: Pacific",02,"Exports",1188.796,,,1.489696,,
1952,1643,"SIDS: Pacific",01,"Imports",1364.753,,,1.548638,,
1952,2623,"Low-income developing economies",02,"Exports",2490.947,,,3.121438,,
1952,2623,"Low-income developing economies",01,"Imports",2573.882,,,2.920684,,
1952,2622,"Middle-income developing economies",02,"Exports",9373.928,,,11.746589,,
1952,2622,"Middle-income developing economies",01,"Imports",10675.252,,,12.113623,,
1952,2621,"High-income developing economies",02,"Exports",11861.374,,,14.86364,,
1952,2621,"High-income developing economies",01,"Imports",13477.518,,,15.293463,,
1952,2711,"BRICS",02,"Exports",7638.4,,,9.571777,,
1952,2711,"BRICS",01,"Imports",8486.77,,,9.630267,,
1952,3412,"European Union (2020 …)",02,"Exports",22145.099,,,27.750308,,
1952,3412,"European Union (2020 …)",01,"Imports",25182.712,,,28.575801,,
1952,3916,"G20 (Group of Twenty)",02,"Exports",44784.774,,,56.120375,,
1952,3916,"G20 (Group of Twenty)",01,"Imports",49263.668,,,55.901397,,
1952,3919,"G-77 (Group of 77)",02,"Exports",21309.463,,,26.703161,,
1952,3919,"G-77 (Group of 77)",01,"Imports",23479.055,,,26.642595,,
1952,3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Exports",54964.516,,,68.87674,,
1952,3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Imports",60356.874,,,68.489289,,
1953,0000,"World",02,"Exports",80773.217,,,100,,
1953,0000,"World",01,"Imports",85460.109,,,100,,
1953,5100,"Africa",02,"Exports",5519.503,,,6.833333,,
1953,5100,"Africa",01,"Imports",5948.281,,,6.960301,,
1953,5110,"Northern Africa",02,"Exports",1324.411,,,1.639666,,
1953,5110,"Northern Africa",01,"Imports",1933.532,,,2.262497,,
1953,5120,"Sub-Saharan Africa",02,"Exports",4195.092,,,5.193667,,
