Period,Period Label,Economy,Economy Label,Annual average growth rate,Annual average growth rate Footnote,Annual average growth rate Missing value,Annual average growth rate per capita,Annual average growth rate per capita Footnote,Annual average growth rate per capita Missing value
20152020,"2015 - 2020",630,"Puerto Rico",-2.20639,,,-0.64782,,
20152020,"2015 - 2020",634,"Qatar",0.04116,,,-2.66801,,
20152020,"2015 - 2020",410,"Republic of Korea",2.29434,,,1.95761,,
20152020,"2015 - 2020",498,"Republic of Moldova",2.21076,,,3.60443,,
20152020,"2015 - 2020",642,"Romania",4.12006,,,4.62293,,
20152020,"2015 - 2020",643,"Russian Federation",1.27391,,,1.11889,,
20152020,"2015 - 2020",646,"Rwanda",5.56472,,,3.15205,,
20152020,"2015 - 2020",659,"Saint Kitts and Nevis",-0.26114,,,-0.17037,,
20152020,"2015 - 2020",662,"Saint Lucia",-2.2635,,,-2.63353,,
20152020,"2015 - 2020",670,"Saint Vincent and the Grenadines",1.34781,,,2.02286,,
20152020,"2015 - 2020",882,"Samoa",0.3726,,,-0.61863,,
20152020,"2015 - 2020",674,"San Marino",0.19183,,,-0.30415,,
20152020,"2015 - 2020",678,"Sao Tome and Principe",3.1755,,,1.52136,,
20152020,"2015 - 2020",682,"Saudi Arabia",0.57541,,,0.20529,,
20152020,"2015 - 2020",686,"Senegal",5.42626,,,2.51222,,
20152020,"2015 - 2020",688,"Serbia",2.95765,,,3.74609,,
20152020,"2015 - 2020",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable"
20152020,"2015 - 2020",690,"Seychelles",4.68926,,,2.31107,,
20152020,"2015 - 2020",694,"Sierra Leone",3.54684,,,1.14622,,
20152020,"2015 - 2020",702,"Singapore",2.18201,,,1.77601,,
20152020,"2015 - 2020",534,"Sint Maarten (Dutch part)",-5.30355,,,-6.99873,,
20152020,"2015 - 2020",703,"Slovakia",2.05611,,,1.92142,,
20152020,"2015 - 2020",705,"Slovenia",2.85677,,,2.45376,,
20152020,"2015 - 2020",090,"Solomon Islands",2.08771,,,-1.00973,,
20152020,"2015 - 2020",706,"Somalia",5.63263,,,1.76826,,
20152020,"2015 - 2020",710,"South Africa",-0.064,,,-1.37962,,
20152020,"2015 - 2020",728,"South Sudan",1.15672,,,2.07364,,
20152020,"2015 - 2020",724,"Spain",0.43692,,,-0.00705,,
20152020,"2015 - 2020",144,"Sri Lanka",2.01573,,,1.25214,,
20152020,"2015 - 2020",275,"State of Palestine",0.44349,,,-1.82076,,
20152020,"2015 - 2020",729,"Sudan",2.04198,,,-1.15003,,
20152020,"2015 - 2020",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable"
20152020,"2015 - 2020",740,"Suriname",-1.3346,,,-2.33692,,
20152020,"2015 - 2020",752,"Sweden",1.51641,,,0.38468,,
20152020,"2015 - 2020",756,"Switzerland",1.28558,,,0.4502,,
20152020,"2015 - 2020",760,"Syrian Arab Republic",-0.50333,,,-2.18288,,
20152020,"2015 - 2020",762,"Tajikistan",6.8765,,,4.33425,,
20152020,"2015 - 2020",835,"Tanganyika",6.60353,,,,,"No value reported or collected"
20152020,"2015 - 2020",836,"Zanzibar and Pemba Island",6.24087,,,,,"No value reported or collected"
20152020,"2015 - 2020",764,"Thailand",2.08723,,,1.77166,,
20152020,"2015 - 2020",626,"Timor-Leste",8.69157,,,6.6318,,
20152020,"2015 - 2020",768,"Togo",4.24373,,,1.70137,,
20152020,"2015 - 2020",776,"Tonga",1.96784,,,2.0038,,
20152020,"2015 - 2020",780,"Trinidad and Tobago",-3.60825,,,-4.41391,,
20152020,"2015 - 2020",788,"Tunisia",1.07073,,,0.08424,,
20152020,"2015 - 2020",792,"Turkiye",3.38961,,,1.87916,,
20152020,"2015 - 2020",795,"Turkmenistan",-0.07717,,,-2.28821,,
20152020,"2015 - 2020",796,"Turks and Caicos Islands",-1.42993,,,-5.19135,,
20152020,"2015 - 2020",798,"Tuvalu",4.5092,,,5.62697,,
20152020,"2015 - 2020",800,"Uganda",4.71832,,,1.22039,,
20152020,"2015 - 2020",804,"Ukraine",1.95162,,,2.45045,"The Government of Ukraine has advised the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol from 2010 onwards. Since population figures include these areas, the denominator and numerator are mismatched for GDP per capita.",
20152020,"2015 - 2020",810,"Union of Soviet Socialist Republics",,,"Not applicable",,,"Not applicable"
20152020,"2015 - 2020",784,"United Arab Emirates",0.80512,,,-0.77365,,
20152020,"2015 - 2020",826,"United Kingdom",0.03905,,,-0.55745,,
20152020,"2015 - 2020",834,"United Republic of Tanzania",6.59482,,,3.26789,,
20152020,"2015 - 2020",840,"United States",1.8179,,,0.98925,,
20152020,"2015 - 2020",841,"United States of America including Puerto Rico",1.79691,,,,,"No value reported or collected"
20152020,"2015 - 2020",858,"Uruguay",0.17755,,,-0.00377,,
20152020,"2015 - 2020",860,"Uzbekistan",5.00708,,,3.1767,,
20152020,"2015 - 2020",548,"Vanuatu",2.23202,,,-0.12433,,
20152020,"2015 - 2020",862,"Venezuela (Bolivarian Rep. of)",-21.88053,,,-20.59816,,
20152020,"2015 - 2020",704,"Viet Nam",6.54188,,,5.37308,,
20152020,"2015 - 2020",887,"Yemen",-4.4918,,,-7.284,,
20152020,"2015 - 2020",886,"Yemen, Arab Republic",,,"Not applicable",,,"Not applicable"
20152020,"2015 - 2020",720,"Yemen, Democratic",,,"Not applicable",,,"Not applicable"
20152020,"2015 - 2020",890,"Yugoslavia, Soc. Fed. Rep. of",,,"Not applicable",,,"Not applicable"
20152020,"2015 - 2020",894,"Zambia",2.28493,,,-0.74595,,
20152020,"2015 - 2020",716,"Zimbabwe",0.1228,,,-1.37279,,
20152020,"2015 - 2020",0002,"Special economies",,,"Not applicable",,,"Not applicable"
20152020,"2015 - 2020",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0.44783,,,0.13712,,
20152020,"2015 - 2020",579,"Norway including Svalbard and Jan Mayen Islands",1.01074,,,0.29389,,
20152020,"2015 - 2020",757,"Switzerland including Liechtenstein",1.28545,,,0.45055,,
20152020,"2015 - 2020",926,"United Kingdom including Channel Islands and Isle of Man",0.03905,,,-0.55625,,
20152020,"2015 - 2020",842,"United States of America including Puerto Rico and United States Virgin Islands",1.79691,,,0.99385,,
20152020,"2015 - 2020",5600,"Asia and Oceania",3.67868,,,2.74743,,
20152020,"2015 - 2020",5702,"Northern America and Europe",1.35562,,,0.96988,,
20152020,"2015 - 2020",5706,"Europe, Northern America, Australia and New Zealand",1.37704,,,0.9609,,
20152020,"2015 - 2020",5703,"Central and Southern Asia",3.99822,,,2.77342,,
20152020,"2015 - 2020",5704,"Eastern and South-Eastern Asia",4.03718,,,3.45765,,
20152020,"2015 - 2020",5705,"Western Asia and Northern Africa",1.85097,,,0.06387,,
20152020,"2015 - 2020",1400,"Developing economies",3.43509,,,2.15942,,
20152020,"2015 - 2020",1410,"Developing economies: Africa",2.20281,,,-0.30063,,
20152020,"2015 - 2020",1420,"Developing economies: Americas",-0.96755,,,-1.8044,,
20152020,"2015 - 2020",1460,"Developing economies: Asia and Oceania",4.61945,,,3.64794,,
20152020,"2015 - 2020",1430,"Developing economies: Asia",4.62635,,,3.65783,,
20152020,"2015 - 2020",1450,"Developing economies: Oceania",1.24623,,,-0.73783,,
20152020,"2015 - 2020",1500,"Developed economies",1.28693,,,0.91805,,
20152020,"2015 - 2020",1520,"Developed economies: Americas",1.77119,,,0.90243,,
20152020,"2015 - 2020",1560,"Developed economies: Asia and Oceania",0.93351,,,0.65078,,
20152020,"2015 - 2020",1530,"Developed economies: Asia",0.69491,,,0.61299,,
20152020,"2015 - 2020",1550,"Developed economies: Oceania",1.94731,,,0.38838,,
20152020,"2015 - 2020",1540,"Developed economies: Europe",0.91786,,,0.77124,,
20152020,"2015 - 2020",1600,"Developing economies excluding China",1.71079,,,0.22465,,
20152020,"2015 - 2020",1601,"Developing economies excluding LDCs",3.40592,,,2.35231,,
20152020,"2015 - 2020",1610,"LDCs (Least developed countries)",4.24379,,,1.80227,,
20152020,"2015 - 2020",1614,"LDCs: Africa",3.42721,,,0.44104,,
20152020,"2015 - 2020",1612,"LDCs: Asia",5.51665,,,4.16483,,
20152020,"2015 - 2020",1615,"LDCs: Islands and Haiti",1.59744,,,0.07931,,
20152020,"2015 - 2020",1620,"LLDCs (Landlocked developing countries)",3.59817,,,1.2362,,
20152020,"2015 - 2020",1640,"SIDS (Small island developing States) (UN-OHRLLS)",0.97076,,,0.07443,,
20152020,"2015 - 2020",1641,"SIDS: Atlantic and Indian Ocean",1.0803,,,-0.42984,,
20152020,"2015 - 2020",1642,"SIDS: Caribbean",-0.18727,,,-0.72995,,
20152020,"2015 - 2020",1643,"SIDS: Pacific",2.09893,,,0.56354,,
20152020,"2015 - 2020",2623,"Low-income developing economies",3.89487,,,1.43147,,
20152020,"2015 - 2020",2622,"Middle-income developing economies",2.69104,,,1.36046,,
20152020,"2015 - 2020",2621,"High-income developing economies",3.67574,,,3.00412,,
20152020,"2015 - 2020",2711,"BRICS",4.71719,,,3.94821,,
20152020,"2015 - 2020",3412,"European Union (2020 …)",1.02915,,,0.85121,,
20152020,"2015 - 2020",3916,"G20 (Group of Twenty)",2.24919,,,1.51088,,
20152020,"2015 - 2020",3919,"G-77 (Group of 77)",3.67372,,,2.38759,,
20152020,"2015 - 2020",3905,"OECD (Organisation for Economic Cooperation and Development)",1.26893,,,0.62434,,
20202023,"2020 - 2023",0000,"World",3.89173,,,3.0095,,
20202023,"2020 - 2023",5100,"Africa",3.82828,,,1.43781,,
20202023,"2020 - 2023",5110,"Northern Africa",4.1322,,,2.51972,,
20202023,"2020 - 2023",5120,"Sub-Saharan Africa",3.67817,,,1.11655,,
20202023,"2020 - 2023",5121,"Eastern Africa",4.86233,,,2.16791,,
20202023,"2020 - 2023",5122,"Middle Africa",3.13039,,,0.00519,,
20202023,"2020 - 2023",5123,"Southern Africa",2.55875,,,1.06456,,
20202023,"2020 - 2023",5124,"Western Africa",3.74338,,,1.38606,,
20202023,"2020 - 2023",5200,"Americas",3.45603,,,2.87875,,
20202023,"2020 - 2023",5210,"Northern America",3.24782,,,2.7806,,
20202023,"2020 - 2023",5220,"Latin America and the Caribbean",4.30987,,,3.66367,,
20202023,"2020 - 2023",5221,"Caribbean",3.61492,,,3.16136,,
20202023,"2020 - 2023",5222,"Central America",4.73381,,,3.79959,,
20202023,"2020 - 2023",5223,"South America",4.20104,,,3.65524,,
20202023,"2020 - 2023",5300,"Asia",4.65276,,,3.99367,,
20202023,"2020 - 2023",5310,"Central Asia",4.72687,,,2.79823,,
20202023,"2020 - 2023",5330,"Eastern Asia",4.24687,,,4.36305,,
20202023,"2020 - 2023",5350,"South-eastern Asia",4.60065,,,3.83232,,
20202023,"2020 - 2023",5320,"Southern Asia",6.5274,,,5.48519,,
20202023,"2020 - 2023",5340,"Western Asia",5.11784,,,3.1911,,
20202023,"2020 - 2023",5400,"Europe",3.31223,,,3.49811,,
20202023,"2020 - 2023",5410,"Eastern Europe",2.28816,,,3.21776,,
20202023,"2020 - 2023",5420,"Northern Europe",4.0695,,,3.35749,,
20202023,"2020 - 2023",5430,"Southern Europe",4.80666,,,5.02949,,
20202023,"2020 - 2023",5440,"Western Europe",2.56805,,,2.11912,,
20202023,"2020 - 2023",5500,"Oceania",2.89181,,,1.75612,,
20202023,"2020 - 2023",0001,"Individual economies",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",004,"Afghanistan",-10.99503,,,-12.68918,,
20202023,"2020 - 2023",008,"Albania",5.79461,,,6.55288,,
20202023,"2020 - 2023",012,"Algeria",3.1697,,,1.56204,,
20202023,"2020 - 2023",020,"Andorra",6.8646,,,5.28631,,
20202023,"2020 - 2023",024,"Angola",2.07943,,,-1.07191,,
20202023,"2020 - 2023",660,"Anguilla",15.39131,,,16.66072,,
20202023,"2020 - 2023",028,"Antigua and Barbuda",8.08159,,,7.51094,,
20202023,"2020 - 2023",032,"Argentina",4.57194,,,4.31065,,
20202023,"2020 - 2023",051,"Armenia",9.10096,,,8.47376,,
20202023,"2020 - 2023",533,"Aruba",12.91286,,,12.71995,,
20202023,"2020 - 2023",036,"Australia",2.93172,,,2.00241,,
20202023,"2020 - 2023",040,"Austria",2.9037,,,2.08063,,
20202023,"2020 - 2023",031,"Azerbaijan",3.68608,,,3.21145,,
20202023,"2020 - 2023",044,"Bahamas",11.99795,,,11.66335,,
20202023,"2020 - 2023",048,"Bahrain",3.63217,,,1.67038,,
20202023,"2020 - 2023",050,"Bangladesh",6.78802,,,5.70358,,
20202023,"2020 - 2023",052,"Barbados",5.63732,,,5.55926,,
20202023,"2020 - 2023",112,"Belarus",-0.18548,,,0.6658,,
20202023,"2020 - 2023",056,"Belgium",3.92087,,,3.39532,,
20202023,"2020 - 2023",084,"Belize",10.16065,,,8.29957,,
20202023,"2020 - 2023",204,"Benin",6.18601,,,3.5089,,
20202023,"2020 - 2023",060,"Bermuda",2.47398,,,2.3076,,
20202023,"2020 - 2023",064,"Bhutan",4.68123,,,3.94919,,
20202023,"2020 - 2023",068,"Bolivia (Plurinational State of)",3.60214,,,2.38323,,
20202023,"2020 - 2023",070,"Bosnia and Herzegovina",4.39269,,,5.63379,,
20202023,"2020 - 2023",072,"Botswana",6.72998,,,5.06228,,
20202023,"2020 - 2023",076,"Brazil",3.58178,,,3.17812,,
20202023,"2020 - 2023",092,"British Virgin Islands",2.75858,,,1.13512,,
20202023,"2020 - 2023",096,"Brunei Darussalam",-0.9294,,,-1.76279,,
20202023,"2020 - 2023",100,"Bulgaria",4.77178,,,5.48392,,
20202023,"2020 - 2023",854,"Burkina Faso",3.70418,,,1.32847,,
20202023,"2020 - 2023",108,"Burundi",2.73727,,,-0.01743,,
20202023,"2020 - 2023",132,"Cabo Verde",10.05968,,,9.50812,,
20202023,"2020 - 2023",116,"Cambodia",4.63637,,,3.22258,,
20202023,"2020 - 2023",120,"Cameroon",3.59533,,,0.89535,,
20202023,"2020 - 2023",124,"Canada",3.22841,,,2.23388,,
20202023,"2020 - 2023",136,"Cayman Islands",2.71552,,,0.62804,,
20202023,"2020 - 2023",140,"Central African Republic",1.05677,,,0.33782,,
20202023,"2020 - 2023",148,"Chad",1.78339,,,-2.00019,,
20202023,"2020 - 2023",152,"Chile",4.35473,,,3.84188,,
20202023,"2020 - 2023",156,"China",5.26659,,,5.35398,,
20202023,"2020 - 2023",344,"China, Hong Kong SAR",1.38849,,,1.60758,,
20202023,"2020 - 2023",446,"China, Macao SAR",1.7921,,,0.30938,,
20202023,"2020 - 2023",158,"China, Taiwan Province of",3.30005,,,3.81903,,
20202023,"2020 - 2023",170,"Colombia",6.26633,,,5.11167,,
20202023,"2020 - 2023",174,"Comoros",2.46747,,,0.49351,,
20202023,"2020 - 2023",178,"Congo",2.01871,,,-0.40324,,
20202023,"2020 - 2023",184,"Cook Islands",4.93063,,,8.30372,,
20202023,"2020 - 2023",188,"Costa Rica",5.50552,,,5.01681,,
20202023,"2020 - 2023",384,"Cote d'Ivoire",6.42172,,,3.79432,,
20202023,"2020 - 2023",191,"Croatia",7.81467,,,8.3418,,
20202023,"2020 - 2023",192,"Cuba",1.53284,,,2.0204,,
20202023,"2020 - 2023",531,"Curacao",6.76448,,,6.69205,,
20202023,"2020 - 2023",196,"Cyprus",6.09919,,,,,"No value reported or collected"
20202023,"2020 - 2023",203,"Czechia",1.82814,,,0.95248,,
20202023,"2020 - 2023",200,"Czechoslovakia",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",408,"Dem. People's Rep. of Korea",0.56066,,,0.20082,,
20202023,"2020 - 2023",180,"Dem. Rep. of the Congo",6.8351,,,3.43054,,
20202023,"2020 - 2023",208,"Denmark",3.97849,,,3.28168,,
20202023,"2020 - 2023",262,"Djibouti",4.05215,,,2.59587,,
20202023,"2020 - 2023",212,"Dominica",5.20919,,,5.77017,,
20202023,"2020 - 2023",214,"Dominican Republic",6.48126,,,5.4603,,
20202023,"2020 - 2023",218,"Ecuador",2.73915,,,1.90755,,
20202023,"2020 - 2023",818,"Egypt",6.37661,,,4.74239,,
20202023,"2020 - 2023",222,"El Salvador",5.00373,,,4.58701,,
20202023,"2020 - 2023",226,"Equatorial Guinea",-0.31346,,,-2.7349,,
20202023,"2020 - 2023",232,"Eritrea",2.68314,,,0.88654,,
20202023,"2020 - 2023",233,"Estonia",0.39462,,,-0.57624,,
20202023,"2020 - 2023",748,"Eswatini",2.42001,,,1.36334,,
20202023,"2020 - 2023",231,"Ethiopia",5.25536,,,2.52127,,
20202023,"2020 - 2023",230,"Ethiopia (...1991)",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",280,"Federal Republic of Germany",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",242,"Fiji",8.30446,,,7.94863,,
20202023,"2020 - 2023",246,"Finland",1.53663,,,1.09426,,
20202023,"2020 - 2023",250,"France",3.15869,,,2.87931,"France includes data for Guadeloupe, Martinique, Reunion, French Guiana and Mayotte. Since population figures refer to metropolitan France, the denominator and numerator are mismatched for GDP per capita.",
20202023,"2020 - 2023",258,"French Polynesia",2.66447,,,2.43339,,
20202023,"2020 - 2023",266,"Gabon",2.11122,,,-0.1612,,
20202023,"2020 - 2023",270,"Gambia",4.63374,,,2.22533,,
20202023,"2020 - 2023",268,"Georgia",9.19869,,,9.07871,,
20202023,"2020 - 2023",276,"Germany",1.57233,,,1.19271,,
20202023,"2020 - 2023",288,"Ghana",3.57201,,,1.59385,,
20202023,"2020 - 2023",300,"Greece",5.83467,,,7.39889,,
20202023,"2020 - 2023",304,"Greenland",1.38866,,,1.48375,,
20202023,"2020 - 2023",308,"Grenada",4.62298,,,4.40405,,
20202023,"2020 - 2023",320,"Guatemala",5.04297,,,3.54256,,
20202023,"2020 - 2023",324,"Guinea",4.70424,,,2.136,,
20202023,"2020 - 2023",624,"Guinea-Bissau",4.66654,,,2.34578,,
20202023,"2020 - 2023",328,"Guyana",41.86967,,,40.78391,,
20202023,"2020 - 2023",332,"Haiti",-1.76066,,,-2.87896,,
20202023,"2020 - 2023",340,"Honduras",6.26655,,,4.4903,,
20202023,"2020 - 2023",348,"Hungary",3.5159,,,3.74259,,
20202023,"2020 - 2023",352,"Iceland",5.57747,,,3.61994,,
20202023,"2020 - 2023",356,"India",7.61631,,,6.72907,,
20202023,"2020 - 2023",360,"Indonesia",4.73379,,,3.93813,,
20202023,"2020 - 2023",960,"Indonesia (...2002)",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",364,"Iran (Islamic Republic of)",3.85251,,,2.7257,,
20202023,"2020 - 2023",368,"Iraq",2.09076,,,-0.19591,,
20202023,"2020 - 2023",372,"Ireland",7.47791,,,5.95968,,
20202023,"2020 - 2023",376,"Israel",5.96133,,,4.18258,,
20202023,"2020 - 2023",380,"Italy",4.11641,,,4.35214,,
20202023,"2020 - 2023",388,"Jamaica",3.6802,,,3.57566,,
20202023,"2020 - 2023",392,"Japan",1.63052,,,2.15754,,
20202023,"2020 - 2023",400,"Jordan",2.3225,,,0.5831,,
20202023,"2020 - 2023",398,"Kazakhstan",3.94249,,,2.47234,,
20202023,"2020 - 2023",404,"Kenya",5.30378,,,3.28656,,
20202023,"2020 - 2023",296,"Kiribati",3.21927,,,1.52617,,
20202023,"2020 - 2023",412,"Kosovo",6.41288,,,7.51376,,
20202023,"2020 - 2023",414,"Kuwait",3.57924,,,0.15471,,
20202023,"2020 - 2023",417,"Kyrgyzstan",5.81332,,,3.73369,,
20202023,"2020 - 2023",418,"Lao People's Dem. Rep.",3.89403,,,2.43528,,
20202023,"2020 - 2023",428,"Latvia",2.19429,,,2.52287,,
20202023,"2020 - 2023",422,"Lebanon",-3.17265,,,-3.57628,,
20202023,"2020 - 2023",426,"Lesotho",1.28833,,,0.17266,,
20202023,"2020 - 2023",430,"Liberia",4.56739,,,2.34112,,
20202023,"2020 - 2023",434,"Libya",2.2579,,,1.02633,,
20202023,"2020 - 2023",438,"Liechtenstein",2.15455,,,1.43592,,
20202023,"2020 - 2023",440,"Lithuania",2.67783,,,1.96215,,
20202023,"2020 - 2023",442,"Luxembourg",2.38792,,,0.5618,,
20202023,"2020 - 2023",450,"Madagascar",4.22846,,,1.66924,,
20202023,"2020 - 2023",454,"Malawi",2.00989,,,-0.58516,,
20202023,"2020 - 2023",458,"Malaysia",5.544,,,4.29018,,
20202023,"2020 - 2023",462,"Maldives",18.61308,,,16.79281,,
20202023,"2020 - 2023",466,"Mali",4.8085,,,1.69662,,
20202023,"2020 - 2023",470,"Malta",9.0816,,,8.08867,,
20202023,"2020 - 2023",584,"Marshall Islands",1.2834,,,4.54919,,
20202023,"2020 - 2023",478,"Mauritania",4.64108,,,1.62171,,
20202023,"2020 - 2023",480,"Mauritius",5.56299,,,5.83087,,
20202023,"2020 - 2023",484,"Mexico",4.31577,,,3.52274,,
20202023,"2020 - 2023",583,"Micronesia (Federated States of)",-0.61633,,,-1.11581,,
20202023,"2020 - 2023",492,"Monaco",14.22401,,,13.30223,,
20202023,"2020 - 2023",496,"Mongolia",4.53734,,,3.08636,,
20202023,"2020 - 2023",499,"Montenegro",8.02297,,,6.50473,,
20202023,"2020 - 2023",500,"Montserrat",3.68743,,,4.36321,,
20202023,"2020 - 2023",504,"Morocco",4.66317,,,3.6092,,
20202023,"2020 - 2023",508,"Mozambique",3.55873,,,0.54601,,
20202023,"2020 - 2023",104,"Myanmar",2.84901,,,2.13703,,
20202023,"2020 - 2023",516,"Namibia",3.71927,,,0.90667,,
20202023,"2020 - 2023",520,"Nauru",0.95216,,,0.27787,,
20202023,"2020 - 2023",524,"Nepal",4.27372,,,3.41604,,
20202023,"2020 - 2023",528,"Netherlands (Kingdom of the)",3.63243,,,2.7419,,
20202023,"2020 - 2023",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",540,"New Caledonia",1.50236,,,0.83276,,
20202023,"2020 - 2023",554,"New Zealand",2.63919,,,1.97422,,
20202023,"2020 - 2023",558,"Nicaragua",5.54226,,,4.19332,,
20202023,"2020 - 2023",562,"Niger",6.04554,,,2.63863,,
20202023,"2020 - 2023",566,"Nigeria",3.09878,,,0.96082,,
20202023,"2020 - 2023",807,"North Macedonia",2.87752,,,3.61094,,
20202023,"2020 - 2023",578,"Norway",2.7007,,,1.82139,,
20202023,"2020 - 2023",512,"Oman",3.02349,,,-0.82132,,
20202023,"2020 - 2023",582,"Pacific Islands, Trust Territory",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",586,"Pakistan",4.92696,,,3.12746,,
20202023,"2020 - 2023",585,"Palau",-4.88875,,,-4.7714,,
20202023,"2020 - 2023",591,"Panama",10.8272,,,9.43809,,
20202023,"2020 - 2023",590,"Panama, excluding Canal Zone",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",598,"Papua New Guinea",2.8604,,,0.9317,,
20202023,"2020 - 2023",600,"Paraguay",1.926,,,0.72409,,
20202023,"2020 - 2023",604,"Peru",5.00469,,,3.95771,,
20202023,"2020 - 2023",608,"Philippines",6.37554,,,5.508,,
20202023,"2020 - 2023",616,"Poland",4.24401,,,3.67019,,
20202023,"2020 - 2023",620,"Portugal",5.49523,,,5.28571,,
20202023,"2020 - 2023",630,"Puerto Rico",2.47362,,,2.83156,,
20202023,"2020 - 2023",634,"Qatar",3.08645,,,0.94902,,
20202023,"2020 - 2023",410,"Republic of Korea",2.75088,,,2.82928,,
20202023,"2020 - 2023",498,"Republic of Moldova",1.35235,,,1.3186,,
20202023,"2020 - 2023",642,"Romania",4.59631,,,5.08829,,
20202023,"2020 - 2023",643,"Russian Federation",1.8804,,,2.09352,,
20202023,"2020 - 2023",646,"Rwanda",8.12862,,,5.78315,,
20202023,"2020 - 2023",659,"Saint Kitts and Nevis",3.9012,,,3.98781,,
20202023,"2020 - 2023",662,"Saint Lucia",10.64258,,,10.43456,,
20202023,"2020 - 2023",670,"Saint Vincent and the Grenadines",4.15934,,,4.91502,,
20202023,"2020 - 2023",882,"Samoa",1.25109,,,0.51493,,
20202023,"2020 - 2023",674,"San Marino",4.65447,,,5.7569,,
20202023,"2020 - 2023",678,"Sao Tome and Principe",1.06218,,,-0.93165,,
20202023,"2020 - 2023",682,"Saudi Arabia",4.32579,,,1.86177,,
20202023,"2020 - 2023",686,"Senegal",5.31672,,,2.75258,,
20202023,"2020 - 2023",688,"Serbia",3.95562,,,4.63905,,
20202023,"2020 - 2023",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable"
20202023,"2020 - 2023",690,"Seychelles",2.78795,,,0.69617,,
20202023,"2020 - 2023",694,"Sierra Leone",3.75986,,,1.47025,,
